"","IDN","ISBN","year","author","language","title","uniform.title","publisher","country","id"
"8322","990048065090603392","9789662355529","2014","Broch, Hermann","ukr","Smertʹ Vergilija","<<Der>> Tod des Vergil","Kyïv","XA-UA","onb990048065090603392"
"8323","9958821462903338","9785227089212","2020","Gruber, Andreas","rus","Smertelʹnyj chorovod","Todesreigen","Moskva","XA-RU","onb9958821462903338"
"8324","9958821462803338","9785227082602","2018","Gruber, Andreas","rus","Smertnyj prigovor","Todesurteil","Moskva","XA-RU","onb9958821462803338"
"8325","990048498120603392","9788379771134","2015","Bernhard, Thomas","pol","Śmierć i tymianek","fail","Wrocław","XA-PL","onb990048498120603392"
"8326","990049151520603392","9789610136736","2015","Mayröcker, Friederike","slv","Smrt zaradi muz","fail","Ljubljana","XA-SI","onb990049151520603392"
"8328","990050346640603392","9788688409728","2016","Perutz, Leo","srp","Sneg Svetog Petra","St. Petri-Schnee","Beograd","XA-SP","onb990050346640603392"
"8330","9958491059403338","9788075771308","2017","Jäger, Gerhard","cze","Sníh, oheň, vina a smrt","<<Der>> Schnee, das Feuer, die Schuld und der Tod","Brno","XA-CZ","onb9958491059403338"
"8331","9958880449603338","9789533553085","2019","Perutz, Leo","hrv","Snijeg svetoga Petra","St. Petri-Schnee","Zagreb","XA-HR","onb9958880449603338"
"8332","990047573580603392","9788026603924","2013","Schnitzler, Arthur","ger","Snová novela","Traumnovelle","Brno","XA-CZ","onb990047573580603392"
"8334","9958545565903338","9788932911946","2017","Kafka, Franz","kor","So song","<<Der>> Prozess","Pa ju si","XB-KR","onb9958545565903338"
"8335","9958493249003338","9788415601685","2014","Rezzori, Gregor ","spa","Sobre el acantilado y otros relatos","<<Der>> Schwan","México D.F.","XD-MX","onb9958493249003338"
"8337","9958558935603338","9789631438284","2019","Koestler, Arthur","hun","Sötétség délben","Sonnenfinsternis","Budapest","XA-HU","onb9958558935603338"
"8339","9958493249203338","9789523002630","2016","Poznanski, Ursula","fin","Sokeat linnut","Blinde Vögel","[Jyväskylä]","XA-FI","onb9958493249203338"
"8340","990046863040603392","9789523000742","2014","Poznanski, Ursula","fin","Sokeat linnut","Blinde Vögel","[Jyväskylä]","XA-FI","onb990046863040603392"
"8343","9958884642003338","9786050836196","2021","Seethaler, Robert","tur","Son senfoni̇","<<Der>> letzte Satz","İstanbul","XB-TR","onb9958884642003338"
"8344","9958797476103338","9789896418885","2018","Broch, Hermann","por","Os Sonâmbulos","<<Die>> Schlafwandler","Lisboa","XA-PT","onb9958797476103338"
"8345","990043995330603392","9788685639128","2011","Rilke, Rainer Maria","srp","Soneti i elegije","fail","Beograd","XA-SP","onb990043995330603392"
"8346","990048783340603392","9789522152206","2012","Rilke, Rainer Maria","ger","Sonetit Orfeukselle","<<Die>> Sonette an Orpheus","Helsinki","XA-FI","onb990048783340603392"
"8348","990044978230603392","9788087811009","2013","Rilke, Rainer Maria","cze","Sonety Orfeovi","fail","Praha","XA-CZ","onb990044978230603392"
"8352","9958884638703338","9789086841820","2019","Rilke, Rainer Maria","dut","De sonnetten aan Orpheus","Sonette an Orpheus","Utrecht","XA-NL","onb9958884638703338"
"8354","990056743180603392","9786053141730","2017","Roth, Joseph","tur","Sonsuz kaçış","<<Die>> Flucht ohne Ende","Cağaloğlu - İstanbul","XB-TR","onb990056743180603392"
"8355","9958779568603338","9789949856923","2020","Handke, Peter","est","Soovideta õnnetu","Wunschloses Unglück","[Tallinn]","XA-EE","onb9958779568603338"
"8356","990037887600603392","9785890914378","2010","Werfel, Franz","rus","Sorok dnej Musa-Daga","<<Die>> vierzig Tage des Musa Dagh","Sankt-Peterburg","XA-RU","onb990037887600603392"
"8357","990039078340603392","9788889446737","2011","Bachmann, Ingeborg","ita","Il sorriso della sfinge","Das Lächeln der Sphinx","Napoli","XA-IT","onb990039078340603392"
"8359","990048766630603392","9788763835787","2015","Celan, Paul","dan","Sort mælk","fail","København","XA-DK","onb990048766630603392"
"8361","9958822579203338","9788883063473","2020","Bernhard, Thomas","ita","Sotto il ferro della luna","Unter dem Eisen des Mondes","[Milano]","XA-IT","onb9958822579203338"
"8362","990050385390603392","9788883063503","2015","Bernhard, Thomas","ita","Sotto il ferro della luna","Unter dem Eisen des Mondes","Milano","XA-IT","onb990050385390603392"
"8363","9958573156203338","9788845297632","2019","Geiger, Arno","ita","Sotto la parete del Drago","Unter der Drachenwand","Firenze, Italia","XA-IT","onb9958573156203338"
"8364","990045024080603392","9782253157854","2012","Zweig, Stefan","fre","Un soupçon légitime","War er es?","Paris","XA-FR","onb990045024080603392"
"8366","990049060730603392","9789632366661","2013","Roßbacher, Verena","hun","Sóvárgás sárkányra","Verlangen nach Drachen","Budapest","XA-HU","onb990049060730603392"
"8367","990049815530603392","9788811810766","2016","Zweig, Stefan","ita","Sovvertimento dei sensi","Verwirrung der Gefühle","Milano","XA-IT","onb990049815530603392"
"8368","990049796580603392","9788836814398","2014","Zweig, Stefan","ita","Sovvertimento dei sensi","Verwirrung der Gefühle","Bagno a Ripoli (Firenze)","XA-IT","onb990049796580603392"
"8370","9958492646003338","9786197362251","2018","Vögel, Stefan","bul","Spečelenata partija","<<Eine>> gute Partie","Sofija","XA-BG","onb9958492646003338"
"8372","990042917670603392","9789185191741","2012","Roth, Joseph","swe","Spindelnätet","<<Das>> Spinnennetz","[Stockholm]","XA-SE","onb990042917670603392"
"8375","990049060490603392","9789542992189","2014","Gruber, Marianne","bul","Spomenite na edin smešnik","Erinnerungen eines Narren","Ruse","XA-BG","onb990049060490603392"
"8377","9958541880403338","9788283830354","2018","Handke, Peter","nor","Spørrespillet eller Reisen til det sonore landet","<<Das>> Spiel vom Fragen","Stavanger","XA-NO","onb9958541880403338"
"8378","990043516500603392","9781849434027","2012","Jelinek, Elfriede","eng","Sports play","<<Ein>> Sportstück","London","fail","onb990043516500603392"
"8379","990048813040603392","9788378661177","2015","Roth, Joseph","pol","Spowiedź mordercy","Beichte eines Mörders erzählt in einer Nacht","Kraków [u.a.]","XA-PL","onb990048813040603392"
"8380","9958849047403338","9789189113305","2020","Celan, Paul","swe","Språkgaller","Sprachgitter","Stockholm","XA-SE","onb9958849047403338"
"8385","990049533700603392","9788680513799","2016","Jelinek, Elfriede","srp","Šta se dogodilo nakon što je Nora napustila muža ili Stubovi društava","Was geschah, nachdem Nora ihren Mann verlassen hatte","Beograd","XA-SP","onb990049533700603392"
"8387","990043541710603392","9788306033427","2013","Gruber, Marianne","pol","Stacja pośrednia","Zwischenstation","Warszawa","XA-PL","onb990043541710603392"
"8389","9958492652003338","9786197362237","2018","Turrini, Peter","bul","Staja za gosti","Fremdenzimmer","Sofija","XA-BG","onb9958492652003338"
"8392","9958900147903338","9788679582393","2019","Bernhard, Thomas","srp","Stari majstori","Alte Meister","Beograd","XA-RS","onb9958900147903338"
"8393","990049502680603392","9788072603305","2016","Bernhard, Thomas","cze","Staří mistři","Alte Meister","Praha","XA-CZ","onb990049502680603392"
"8396","990049568550603392","9789934119330","2016","Kafka, Franz","lav","Stāsti","fail","Rīgā","XA-LV","onb990049568550603392"
"8398","990045017560603392","9789616949019","2013","Haushofer, Marlen","slv","Stena","<<Die>> Wand","Maribor","XA-SI","onb990045017560603392"
"8399","990050840290603392","9788252188240","2017","Handke, Peter","swe","Stendig storm","Immer noch Sturm","Oslo","XA-SE","onb990050840290603392"
"8401","990049779880603392","9789025447878","2016","Raab, Thomas","dut","Stil","Still","Amsterdam","XA-NL","onb990049779880603392"
"8402","990046870370603392","9788831718394","2014","Gruber, Sabine","ita","Stillbach o della nostalgia","Stillbach oder die Sehnsucht","Venezia","XA-IT","onb990046870370603392"
"8403","990051015180603392","9786051213972","2017","Gruber, Sabine","tur","Stillbach veya Özlem","Stillbach","Ankara","XB-TR","onb990051015180603392"
"8404","9958601173803338","9788076178229","2019","Poznanski, Ursula","cze","Stín","Schatten","Praha","XA-CZ","onb9958601173803338"
"8406","990042925620603392","9789660606272","2012","Rilke, Rainer Maria","ukr","Sto poezij","fail","Kyïv","XA-UA","onb990042925620603392"
"8407","9958893247403338","9789172475946","2020","Aichinger, Ilse","swe","Det större hoppet","<<Die>> größere Hoffnung","[Lund]","XA-SE","onb9958893247403338"
"8408","9958578079803338","9788373926608","2019","Menasse, Robert","pol","Stolica","<<Die>> Hauptstadt","Warszawa","XA-PL","onb9958578079803338"
"8409","9958562463903338","9785751615109","2019","Menasse, Robert","rus","Stolica","<<Die>> Hauptstadt","Moskva","XA-RU","onb9958562463903338"
"8410","9958863153003338","9789548311908","2018","Menasse, Robert","bul","Stolicata","<<Die>> Hauptstadt","Pleven","XA-BG","onb9958863153003338"
"8411","9958513752303338","9789548311908","2018","Menasse, Robert","bul","Stolicata","<<Die>> Hauptstadt","Sofija","XA-BG","onb9958513752303338"
"8412","990049602750603392","9788799377336","2016","Handke, Peter","dan","Det store fald","<<Der>> große Fall","København","XA-DK","onb990049602750603392"
"8413","9958779067603338","9788283830682","2019","Handke, Peter","nor","Det store fallet","Der grosse Fall","Stavanger","XA-NO","onb9958779067603338"
"8414","990047196190603392","9788293237129","2013","Handke, Peter","nor","Det store fallet","<<Der>> große Fall","[Stavanger]","XA-NO","onb990047196190603392"
"8415","9958546572203338","9788823520905","2018","Handke, Peter","ita","La storia della matita","<<Die>> Geschichte des Bleistifts","Milano","XA-IT","onb9958546572203338"
"8417","990044062510603392","9780857421814","2013","Handke, Peter","eng","Storm still","Immer noch Sturm","London","XA-GB","onb990044062510603392"
"8419","9958975903903338","9788366511583","2022","Handke, Peter","pol","Strach bramkarza przed jedenastką","<<Die>> Angst des Tormanns beim Elfmeter","Łódź","XA-PL","onb9958975903903338"
"8420","9958779568403338","9786197362671","2020","Handke, Peter","bul","Strachăt na vratarja pri duzpa","<<Die>> Angst des Tormanns beim Elfmeter","Sofija","XA-BG","onb9958779568403338"
"8421","990043119060603392","9789616693844","2012","Zweig, Stefan","slv","Strah","Angst","Ljubljana","XA-SI","onb990043119060603392"
"8428","9958894651703338","9788020031464","2022","Doderer, Heimito ","cze","Strudlhofské schody","<<Die>> Strudlhofstiege","Praha","XA-CZ","onb9958894651703338"
"8429","9958806372503338","9788711895320","2017","Glauser, Friedrich","dan","Studers første sag","Wachtmeister Studers erste Fälle","[Kobenhavn]","XA-DK","onb9958806372503338"
"8431","990038046410603392","9788374147590","2010","Steinfest, Heinrich","pol","Subtelny nos Lilli Steinbeck","<<Die>> feine Nase der Lilli Steinbeck","Warszawa","XA-PL","onb990038046410603392"
"8436","990049674010603392","9782851819000","2016","Jelinek, Elfriede","fre","Les suppliants","<<Die>> Schutzbefohlenen","Paris","XA-FR","onb990049674010603392"
"8437","9958555370303338","9782851819574","2019","Jelinek, Elfriede","fre","Sur la voie royale","Am Königsweg","Paris","XA-FR","onb9958555370303338"
"8441","990045973930603392","9789525850376","2013","Handke, Peter","fin","Suuri putous","<<Der>> große Fall","Helsinki","XA-FI","onb990045973930603392"
"8442","990047592850603392","9789175750033","2013","Musil, Robert","swe","Svärmarna","<<Die>> Schwärmer","[Stockholm]","XA-SE","onb990047592850603392"
"8446","9958493249103338","9789172998049","2016","Poznanski, Ursula","swe","Sveket","<<Die>> Verratenen","[Bromma]","XA-SE","onb9958493249103338"
"8448","9958828267703338","9789188155528","2018","Perutz, Leo","swe","Den svenske ryttaren","<<Der>> schwedische Reiter","Malmö","XA-SE","onb9958828267703338"
"8449","990057741280603392","9789542915362","2013","Hochwälder, Fritz","bul","Sveštenijat eksperiment","Sveštenijat eksperiment","Sofija","XA-BG","onb990057741280603392"
"8455","990049019270603392","9788652108596","2011","Glattauer, Daniel","srp","Svih sedam talasa","Alle sieben Wellen","Beograd","XA-SP","onb990049019270603392"
"8458","990049391170603392","9786176140764","2014","Celan, Paul","ukr","Svitlotysk","fail","Černivci","XA-UA","onb990049391170603392"
"8459","990038606970603392","9781847247711","2012","Hochgatterer, Paulus","eng","The sweetness of life","<<Die>> Süße des Lebens","London","XA-GB","onb990038606970603392"
"8462","990047523570603392","9786175692035","2014","Salburg, Edith","ukr","Syn Ukraïny","Sohn der Ukraine","Kyïv","XA-UA","onb990047523570603392"
"8463","990049391910603392","9786176141273","2016","Bachmann, Ingeborg","ukr","Synchron","Simultan","Černivci","XA-UA","onb990049391910603392"
"8464","990046783520603392","9782330034375","2014","Setz, Clemens J.","fre","Le syndrome indigo","Indigo","Paris","fail","onb990046783520603392"
"8465","990045174320603392","9788281691087","2011","Glattauer, Daniel","nor","Den syvende bølgen","Alle sieben Wellen","[Nesøya]","XA-NO","onb990045174320603392"
"8469","9958812075903338","9789636937881","2018","Perutz, Leo","hun","Szent antal tüze","St. Petri-Schnee","Budapest","XA-HU","onb9958812075903338"
"8470","9958549577803338","9789631292213","2017","Kneifl, Edith","hun","Szép kastélyban szép halottak","<<Die>> Tote von Schönbrunn","Budapest","XA-HU","onb9958549577803338"
"8472","990043056300603392","9789630793711","2012","Setz, Clemens J.","hun","Szerelem a Mahlstadti gyermek idején","<<Die>> Liebe zur Zeit des Mahlstädter Kindes","Budapest","XA-HU","onb990043056300603392"
"8475","9958520979103338","9788817079181","2015","Seethaler, Robert","ita","Il tabaccaio di Vienna","<<Der>> Trafikant","Milano","XA-IT","onb9958520979103338"
"8476","9958564958703338","9786090057551","2018","Seethaler, Robert","lit","Tabakininkas","<<Der>> Trafikant","Vilnius","XA-LT","onb9958564958703338"
"8483","990046427030603392","9789612425692","2013","Trojanow, Ilija","slv","Tajanje","EisTau","Ljubljana","XA-SI","onb990046427030603392"
"8491","990046790320603392","9789517969239","2013","Glattauer, Daniel","fin","Takiainen","Ewig dein","Jyväskylä","XA-FI","onb990046790320603392"
"8492","9958541542703338","9788307034362","2018","Bernhard, Thomas","pol","Tak","fail","Warszawa","XA-PL","onb9958541542703338"
"8493","990048501160603392","9788307033709","2015","Bernhard, Thomas","pol","Tak","Ja","Warszawa","XA-PL","onb990048501160603392"
"8494","990043693840603392","9788420609331","2012","Bernhard, Thomas","spa","Tala","Holzfällen","Madrid","XA-ES","onb990043693840603392"
"8497","990050047010603392","9781572412033","2016","Stifter, Adalbert","eng","Tales of Old Vienna and other prose","fail","Riverside, California","XD-US","onb990050047010603392"
"8500","990049415300603392","9788378660668","2016","Roth, Joseph","pol","Tarabas","Tarabas","Kraków","XA-PL","onb990049415300603392"
"8501","990044097560603392","9788306033250","2011","Roth, Joseph","pol","Tarabas","Tarabas","Warszawa","XA-PL","onb990044097560603392"
"8502","990049155210603392","9788416300068","2015","Roth, Joseph","spa","Tarabás","Tarabas","Valencina de la Concepción (Sevilla)","XA-ES","onb990049155210603392"
"8503","9958993805603338","9788466353298","2020","Handke, Peter","spa","La tarde de un escritor","Nachmittag eines Schriftstellers","Barcelona","XA-ES","onb9958993805603338"
"8504","9958521278603338","9788075971357","2018","Schiller, B. C.","cze","Targa","Targa - Der Moment, bevor du stirbst","Praha","XA-CZ","onb9958521278603338"
"8505","990049070650603392","9789602834091","2014","Zweig, Stefan","gre","Taxidi sto parelthon","Widerstand der Wirklichkeit <griech., neugriech.>","Athēna","XA-GR","onb990049070650603392"
"8506","990050086260603392","9789605664824","2014","Zweig, Stefan","gre","Taxidi sto parelthon","Widerstand der Wirklichkeit","Athēna","XA-GR","onb990050086260603392"
"8507","9958933200603338","9788807034879","2022","Kehlmann, Daniel","ita","Te ne dovevi andare","Du hättest gehen sollen","Milano","XA-IT","onb9958933200603338"
"8508","9958493249803338","9789634142874","2017","Jelinek, Elfriede","hun","Téli utazás","Winterreise","Budapest","XA-HU","onb9958493249803338"
